index,Series ID,Year,Series,Sub-Series,Type,Average Hours
454,TUU10101AA01003728,2010,Educational Activities,Attending Class,Men,0.3
455,TUU10101AA01003786,2010,Educational Activities,Attending Class,Women,0.26
456,TUU10101AA01003859,2010,Educational Activities,Homework and Research,Total,0.16
457,TUU10101AA01003929,2010,Educational Activities,Homework and Research,Men,0.13
458,TUU10101AA01003993,2010,Educational Activities,Homework and Research,Women,0.18
459,TUU10101AA01008445,2010,Educational Activities,Attending Class,Total,0.03
460,TUU10101AA01008469,2010,Educational Activities,Attending Class,Men,0.03
461,TUU10101AA01008493,2010,Educational Activities,Attending Class,Women,0.03
462,TUU10101AA01006854,2010,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Total,0.16
463,TUU10101AA01006933,2010,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Men,0.13
464,TUU10101AA01007012,2010,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Women,0.18
465,TUU10101AA01015349,2010,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Total,0.15
466,TUU10101AA01015428,2010,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Men,0.13
467,TUU10101AA01015507,2010,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Women,0.18
468,TUU10101AA01017238,2010,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Total,0.04
469,TUU10101AA01017317,2010,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Men,0.04
470,TUU10101AA01017396,2010,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Women,0.04
471,TUU10101AA01005370,2010,Leisure and Sports,"Socializing, Relaxing, and Leisure",Total,4.63
472,TUU10101AA01005394,2010,Leisure and Sports,"Socializing, Relaxing, and Leisure",Men,4.88
473,TUU10101AA01005418,2010,Leisure and Sports,"Socializing, Relaxing, and Leisure",Women,4.39
474,TUU10101AA01006639,2010,Leisure and Sports,"Sports, Exercise, and Recreation",Total,0.33
475,TUU10101AA01006663,2010,Leisure and Sports,"Sports, Exercise, and Recreation",Men,0.45
476,TUU10101AA01006687,2010,Leisure and Sports,"Sports, Exercise, and Recreation",Women,0.23
477,TUU10101AA01014773,2010,Leisure and Sports,"Sports, Exercise, and Recreation",Total,0.22
478,TUU10101AA01014852,2010,Leisure and Sports,"Sports, Exercise, and Recreation",Men,0.25
479,TUU10101AA01014931,2010,Leisure and Sports,"Sports, Exercise, and Recreation",Women,0.19
480,TUU10101AA01007522,2010,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Total,0.1
481,TUU10101AA01007546,2010,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Men,0.07
482,TUU10101AA01007570,2010,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Women,0.13
483,TUU10101AA01001936,2010,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Total,0.02
484,TUU10101AA01001960,2010,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Men,0.01
485,TUU10101AA01001984,2010,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Women,0.03
486,TUU10101AA01002008,2010,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Total,0.05
487,TUU10101AA01002032,2010,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Men,0.05
488,TUU10101AA01002056,2010,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Women,0.05
489,TUU10101AA01015925,2010,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Total,0.36
490,TUU10101AA01016038,2010,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Men,0.32
491,TUU10101AA01016151,2010,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Women,0.42
492,TUU10101AA01000247,2011,Personal Care,Sleeping,Total,8.71
493,TUU10101AA01000326,2011,Personal Care,Sleeping,Men,8.62
494,TUU10101AA01000405,2011,Personal Care,Sleeping,Women,8.8
495,TUU10101AA01000484,2011,Personal Care,Grooming,Total,0.69
496,TUU10101AA01000563,2011,Personal Care,Grooming,Men,0.56
497,TUU10101AA01000642,2011,Personal Care,Grooming,Women,0.82
498,TUU10101AA01000721,2011,Personal Care,Other,Total,0.06
499,TUU10101AA01000745,2011,Personal Care,Other,Men,0.04
500,TUU10101AA01000769,2011,Personal Care,Other,Women,0.08
501,TUU10101AA01000793,2011,Personal Care,Other,Total,0.01
502,TUU10101AA01000817,2011,Personal Care,Other,Men,0.01
503,TUU10101AA01000841,2011,Personal Care,Other,Women,0.0
504,TUU10101AA01007594,2011,Personal Care,Other,Total,0.02
505,TUU10101AA01007618,2011,Personal Care,Other,Men,0.02
506,TUU10101AA01007642,2011,Personal Care,Other,Women,0.02
507,TUU10101AA01013237,2011,Eating and Drinking,Eating and Drinking,Total,1.24
508,TUU10101AA01013353,2011,Eating and Drinking,Eating and Drinking,Men,1.27
509,TUU10101AA01013469,2011,Eating and Drinking,Eating and Drinking,Women,1.21
510,TUU10101AA01047346,2011,Household Activities,Housework,Total,0.38
511,TUU10101AA01047409,2011,Household Activities,Housework,Men,0.19
512,TUU10101AA01047472,2011,Household Activities,Housework,Women,0.56
513,TUU10101AA01047535,2011,Household Activities,Housework,Total,0.16
514,TUU10101AA01047598,2011,Household Activities,Housework,Men,0.07
515,TUU10101AA01047661,2011,Household Activities,Housework,Women,0.25
516,TUU10101AA01047724,2011,Household Activities,Housework,Total,0.02
517,TUU10101AA01047787,2011,Household Activities,Housework,Men,0.01
518,TUU10101AA01047850,2011,Household Activities,Housework,Women,0.03
519,TUU10101AA01001102,2011,Household Activities,Food Preparation and Cleanup,Total,0.56
520,TUU10101AA01001181,2011,Household Activities,Food Preparation and Cleanup,Men,0.31
521,TUU10101AA01001260,2011,Household Activities,Food Preparation and Cleanup,Women,0.79
522,TUU10101AA01001483,2011,Household Activities,Household Activities,Total,0.19
523,TUU10101AA01001562,2011,Household Activities,Household Activities,Men,0.26
524,TUU10101AA01001641,2011,Household Activities,Household Activities,Women,0.13
525,TUU10101AA01009933,2011,Household Activities,Household Activities,Total,0.12
526,TUU10101AA01010012,2011,Household Activities,Household Activities,Men,0.1
527,TUU10101AA01010091,2011,Household Activities,Household Activities,Women,0.14
528,TUU10101AA01001339,2011,Household Activities,Household Activities,Total,0.06
529,TUU10101AA01001363,2011,Household Activities,Household Activities,Men,0.09
530,TUU10101AA01001387,2011,Household Activities,Household Activities,Women,0.04
531,TUU10101AA01001411,2011,Household Activities,Household Activities,Total,0.06
532,TUU10101AA01001435,2011,Household Activities,Household Activities,Men,0.09
533,TUU10101AA01001459,2011,Household Activities,Household Activities,Women,0.04
534,TUU10101AA01001720,2011,Household Activities,Animals and Pets,Total,0.09
535,TUU10101AA01001744,2011,Household Activities,Animals and Pets,Men,0.08
536,TUU10101AA01001768,2011,Household Activities,Animals and Pets,Women,0.1
537,TUU10101AA01001792,2011,Household Activities,Household Activities,Total,0.04
538,TUU10101AA01001816,2011,Household Activities,Household Activities,Men,0.08
539,TUU10101AA01001840,2011,Household Activities,Household Activities,Women,0.01
540,TUU10101AA01001864,2011,Household Activities,Household Activities,Total,0.02
541,TUU10101AA01001888,2011,Household Activities,Household Activities,Men,0.03
542,TUU10101AA01001912,2011,Household Activities,Household Activities,Women,0.01
543,TUU10101AA01007666,2011,Household Activities,Household Activities,Total,0.05
544,TUU10101AA01007690,2011,Household Activities,Household Activities,Men,0.05
545,TUU10101AA01007714,2011,Household Activities,Household Activities,Women,0.04
546,TUU10101AA01012652,2011,Purchasing Goods and Services,Purchasing Goods and Services,Total,0.72
547,TUU10101AA01012768,2011,Purchasing Goods and Services,Purchasing Goods and Services,Men,0.62
548,TUU10101AA01012884,2011,Purchasing Goods and Services,Purchasing Goods and Services,Women,0.82
549,TUU10101AA01010710,2011,Caring For and Helping Household Members,Caring For and Helping Household Children,Total,0.39
550,TUU10101AA01010788,2011,Caring For and Helping Household Members,Caring For and Helping Household Children,Men,0.24
551,TUU10101AA01010866,2011,Caring For and Helping Household Members,Caring For and Helping Household Children,Women,0.54
552,TUU10101AA01010940,2011,Caring For and Helping Household Members,Caring For and Helping Household Adults,Total,0.03
553,TUU10101AA01011019,2011,Caring For and Helping Household Members,Caring For and Helping Household Adults,Men,0.03
554,TUU10101AA01011098,2011,Caring For and Helping Household Members,Caring For and Helping Household Adults,Women,0.04
555,TUU10101AA01007738,2011,Caring For and Helping Household Members,Caring For and Helping Household Children,Total,0.08
556,TUU10101AA01007817,2011,Caring For and Helping Household Members,Caring For and Helping Household Children,Men,0.06
557,TUU10101AA01007896,2011,Caring For and Helping Household Members,Caring For and Helping Household Children,Women,0.1
558,TUU10101AA01011174,2011,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Total,0.21
559,TUU10101AA01011287,2011,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Men,0.19
560,TUU10101AA01011400,2011,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Women,0.22
561,TUU10101AA01002857,2011,Working and Work-Related Activities,Working and Work-Related Activities,Total,3.2
562,TUU10101AA01002992,2011,Working and Work-Related Activities,Working and Work-Related Activities,Men,3.81
563,TUU10101AA01003077,2011,Working and Work-Related Activities,Working and Work-Related Activities,Women,2.63
564,TUU10101AA01003216,2011,Working and Work-Related Activities,Working and Work-Related Activities,Total,0.01
565,TUU10101AA01003289,2011,Working and Work-Related Activities,Working and Work-Related Activities,Men,0.01
566,TUU10101AA01003360,2011,Working and Work-Related Activities,Working and Work-Related Activities,Women,0.0
567,TUU10101AA01003430,2011,Working and Work-Related Activities,Other Income-Generating Activities,Total,0.04
568,TUU10101AA01003454,2011,Working and Work-Related Activities,Other Income-Generating Activities,Men,0.03
569,TUU10101AA01003478,2011,Working and Work-Related Activities,Other Income-Generating Activities,Women,0.05
570,TUU10101AA01003502,2011,Working and Work-Related Activities,Job Search and Interviewing,Total,0.04
571,TUU10101AA01003526,2011,Working and Work-Related Activities,Job Search and Interviewing,Men,0.05
572,TUU10101AA01003549,2011,Working and Work-Related Activities,Job Search and Interviewing,Women,0.04
573,TUU10101AA01008209,2011,Working and Work-Related Activities,Working and Work-Related Activities,Total,0.28
574,TUU10101AA01008288,2011,Working and Work-Related Activities,Working and Work-Related Activities,Men,0.34
575,TUU10101AA01008366,2011,Working and Work-Related Activities,Working and Work-Related Activities,Women,0.22
576,TUU10101AA01003655,2011,Educational Activities,Attending Class,Total,0.28
577,TUU10101AA01003728,2011,Educational Activities,Attending Class,Men,0.3
578,TUU10101AA01003786,2011,Educational Activities,Attending Class,Women,0.25
579,TUU10101AA01003859,2011,Educational Activities,Homework and Research,Total,0.15
580,TUU10101AA01003929,2011,Educational Activities,Homework and Research,Men,0.14
581,TUU10101AA01003993,2011,Educational Activities,Homework and Research,Women,0.16
582,TUU10101AA01008445,2011,Educational Activities,Attending Class,Total,0.03
583,TUU10101AA01008469,2011,Educational Activities,Attending Class,Men,0.04
584,TUU10101AA01008493,2011,Educational Activities,Attending Class,Women,0.03
585,TUU10101AA01006854,2011,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Total,0.15
586,TUU10101AA01006933,2011,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Men,0.12
587,TUU10101AA01007012,2011,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Women,0.19
588,TUU10101AA01015349,2011,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Total,0.15
589,TUU10101AA01015428,2011,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Men,0.14
590,TUU10101AA01015507,2011,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Women,0.16
591,TUU10101AA01017238,2011,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Total,0.05
592,TUU10101AA01017317,2011,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Men,0.04
593,TUU10101AA01017396,2011,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Women,0.06
594,TUU10101AA01005370,2011,Leisure and Sports,"Socializing, Relaxing, and Leisure",Total,4.65
595,TUU10101AA01005394,2011,Leisure and Sports,"Socializing, Relaxing, and Leisure",Men,4.88
596,TUU10101AA01005418,2011,Leisure and Sports,"Socializing, Relaxing, and Leisure",Women,4.43
597,TUU10101AA01006639,2011,Leisure and Sports,"Sports, Exercise, and Recreation",Total,0.34
598,TUU10101AA01006663,2011,Leisure and Sports,"Sports, Exercise, and Recreation",Men,0.43
599,TUU10101AA01006687,2011,Leisure and Sports,"Sports, Exercise, and Recreation",Women,0.25
600,TUU10101AA01014773,2011,Leisure and Sports,"Sports, Exercise, and Recreation",Total,0.22
601,TUU10101AA01014852,2011,Leisure and Sports,"Sports, Exercise, and Recreation",Men,0.24
602,TUU10101AA01014931,2011,Leisure and Sports,"Sports, Exercise, and Recreation",Women,0.21
603,TUU10101AA01007522,2011,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Total,0.1
604,TUU10101AA01007546,2011,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Men,0.06
605,TUU10101AA01007570,2011,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Women,0.13
606,TUU10101AA01001936,2011,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Total,0.02
607,TUU10101AA01001960,2011,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Men,0.01
608,TUU10101AA01001984,2011,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Women,0.02
609,TUU10101AA01002008,2011,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Total,0.04
610,TUU10101AA01002032,2011,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Men,0.04
611,TUU10101AA01002056,2011,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Women,0.05
612,TUU10101AA01015925,2011,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Total,0.34
613,TUU10101AA01016038,2011,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Men,0.3
614,TUU10101AA01016151,2011,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Women,0.33
615,TUU10101AA01000247,2012,Personal Care,Sleeping,Total,8.73
616,TUU10101AA01000326,2012,Personal Care,Sleeping,Men,8.6
617,TUU10101AA01000405,2012,Personal Care,Sleeping,Women,8.86
618,TUU10101AA01000484,2012,Personal Care,Grooming,Total,0.67
619,TUU10101AA01000563,2012,Personal Care,Grooming,Men,0.55
620,TUU10101AA01000642,2012,Personal Care,Grooming,Women,0.78
621,TUU10101AA01000721,2012,Personal Care,Other,Total,0.07
622,TUU10101AA01000745,2012,Personal Care,Other,Men,0.05
623,TUU10101AA01000769,2012,Personal Care,Other,Women,0.09
624,TUU10101AA01000793,2012,Personal Care,Other,Total,0.01
625,TUU10101AA01000817,2012,Personal Care,Other,Men,0.01
626,TUU10101AA01000841,2012,Personal Care,Other,Women,0.0
627,TUU10101AA01007594,2012,Personal Care,Other,Total,0.02
628,TUU10101AA01007618,2012,Personal Care,Other,Men,0.02
629,TUU10101AA01007642,2012,Personal Care,Other,Women,0.02
630,TUU10101AA01013237,2012,Eating and Drinking,Eating and Drinking,Total,1.25
631,TUU10101AA01013353,2012,Eating and Drinking,Eating and Drinking,Men,1.3
632,TUU10101AA01013469,2012,Eating and Drinking,Eating and Drinking,Women,1.2
633,TUU10101AA01047346,2012,Household Activities,Housework,Total,0.39
634,TUU10101AA01047409,2012,Household Activities,Housework,Men,0.2
635,TUU10101AA01047472,2012,Household Activities,Housework,Women,0.58
636,TUU10101AA01047535,2012,Household Activities,Housework,Total,0.17
637,TUU10101AA01047598,2012,Household Activities,Housework,Men,0.07
638,TUU10101AA01047661,2012,Household Activities,Housework,Women,0.26
639,TUU10101AA01047724,2012,Household Activities,Housework,Total,0.02
640,TUU10101AA01047787,2012,Household Activities,Housework,Men,0.01
641,TUU10101AA01047850,2012,Household Activities,Housework,Women,0.03
642,TUU10101AA01001102,2012,Household Activities,Food Preparation and Cleanup,Total,0.53
643,TUU10101AA01001181,2012,Household Activities,Food Preparation and Cleanup,Men,0.28
644,TUU10101AA01001260,2012,Household Activities,Food Preparation and Cleanup,Women,0.75
645,TUU10101AA01001483,2012,Household Activities,Household Activities,Total,0.18
646,TUU10101AA01001562,2012,Household Activities,Household Activities,Men,0.25
647,TUU10101AA01001641,2012,Household Activities,Household Activities,Women,0.12
648,TUU10101AA01009933,2012,Household Activities,Household Activities,Total,0.13
649,TUU10101AA01010012,2012,Household Activities,Household Activities,Men,0.1
650,TUU10101AA01010091,2012,Household Activities,Household Activities,Women,0.15
651,TUU10101AA01001339,2012,Household Activities,Household Activities,Total,0.06
652,TUU10101AA01001363,2012,Household Activities,Household Activities,Men,0.07
653,TUU10101AA01001387,2012,Household Activities,Household Activities,Women,0.04
654,TUU10101AA01001411,2012,Household Activities,Household Activities,Total,0.06
655,TUU10101AA01001435,2012,Household Activities,Household Activities,Men,0.09
656,TUU10101AA01001459,2012,Household Activities,Household Activities,Women,0.03
657,TUU10101AA01001720,2012,Household Activities,Animals and Pets,Total,0.1
658,TUU10101AA01001744,2012,Household Activities,Animals and Pets,Men,0.09
659,TUU10101AA01001768,2012,Household Activities,Animals and Pets,Women,0.11
660,TUU10101AA01001792,2012,Household Activities,Household Activities,Total,0.04
661,TUU10101AA01001816,2012,Household Activities,Household Activities,Men,0.07
662,TUU10101AA01001840,2012,Household Activities,Household Activities,Women,0.01
663,TUU10101AA01001864,2012,Household Activities,Household Activities,Total,0.01
664,TUU10101AA01001888,2012,Household Activities,Household Activities,Men,0.02
665,TUU10101AA01001912,2012,Household Activities,Household Activities,Women,0.01
666,TUU10101AA01007666,2012,Household Activities,Household Activities,Total,0.04
667,TUU10101AA01007690,2012,Household Activities,Household Activities,Men,0.04
668,TUU10101AA01007714,2012,Household Activities,Household Activities,Women,0.05
669,TUU10101AA01012652,2012,Purchasing Goods and Services,Purchasing Goods and Services,Total,0.72
670,TUU10101AA01012768,2012,Purchasing Goods and Services,Purchasing Goods and Services,Men,0.6
671,TUU10101AA01012884,2012,Purchasing Goods and Services,Purchasing Goods and Services,Women,0.84
672,TUU10101AA01010710,2012,Caring For and Helping Household Members,Caring For and Helping Household Children,Total,0.4
673,TUU10101AA01010788,2012,Caring For and Helping Household Members,Caring For and Helping Household Children,Men,0.27
674,TUU10101AA01010866,2012,Caring For and Helping Household Members,Caring For and Helping Household Children,Women,0.53
675,TUU10101AA01010940,2012,Caring For and Helping Household Members,Caring For and Helping Household Adults,Total,0.03
676,TUU10101AA01011019,2012,Caring For and Helping Household Members,Caring For and Helping Household Adults,Men,0.03
677,TUU10101AA01011098,2012,Caring For and Helping Household Members,Caring For and Helping Household Adults,Women,0.03
678,TUU10101AA01007738,2012,Caring For and Helping Household Members,Caring For and Helping Household Children,Total,0.08
679,TUU10101AA01007817,2012,Caring For and Helping Household Members,Caring For and Helping Household Children,Men,0.06
680,TUU10101AA01007896,2012,Caring For and Helping Household Members,Caring For and Helping Household Children,Women,0.09
681,TUU10101AA01011174,2012,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Total,0.18
682,TUU10101AA01011287,2012,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Men,0.16
683,TUU10101AA01011400,2012,Caring For and Helping Nonhousehold Members,Caring For and Helping Nonhousehold Members,Women,0.2
684,TUU10101AA01002857,2012,Working and Work-Related Activities,Working and Work-Related Activities,Total,3.19
685,TUU10101AA01002992,2012,Working and Work-Related Activities,Working and Work-Related Activities,Men,3.74
686,TUU10101AA01003077,2012,Working and Work-Related Activities,Working and Work-Related Activities,Women,2.67
687,TUU10101AA01003216,2012,Working and Work-Related Activities,Working and Work-Related Activities,Total,0.0
688,TUU10101AA01003289,2012,Working and Work-Related Activities,Working and Work-Related Activities,Men,0.01
689,TUU10101AA01003360,2012,Working and Work-Related Activities,Working and Work-Related Activities,Women,0.0
690,TUU10101AA01003430,2012,Working and Work-Related Activities,Other Income-Generating Activities,Total,0.03
691,TUU10101AA01003454,2012,Working and Work-Related Activities,Other Income-Generating Activities,Men,0.02
692,TUU10101AA01003478,2012,Working and Work-Related Activities,Other Income-Generating Activities,Women,0.03
693,TUU10101AA01003502,2012,Working and Work-Related Activities,Job Search and Interviewing,Total,0.04
694,TUU10101AA01003526,2012,Working and Work-Related Activities,Job Search and Interviewing,Men,0.04
695,TUU10101AA01003549,2012,Working and Work-Related Activities,Job Search and Interviewing,Women,0.03
696,TUU10101AA01008209,2012,Working and Work-Related Activities,Working and Work-Related Activities,Total,0.28
697,TUU10101AA01008288,2012,Working and Work-Related Activities,Working and Work-Related Activities,Men,0.35
698,TUU10101AA01008366,2012,Working and Work-Related Activities,Working and Work-Related Activities,Women,0.21
699,TUU10101AA01003655,2012,Educational Activities,Attending Class,Total,0.28
700,TUU10101AA01003728,2012,Educational Activities,Attending Class,Men,0.3
701,TUU10101AA01003786,2012,Educational Activities,Attending Class,Women,0.26
702,TUU10101AA01003859,2012,Educational Activities,Homework and Research,Total,0.17
703,TUU10101AA01003929,2012,Educational Activities,Homework and Research,Men,0.18
704,TUU10101AA01003993,2012,Educational Activities,Homework and Research,Women,0.16
705,TUU10101AA01008445,2012,Educational Activities,Attending Class,Total,0.04
706,TUU10101AA01008469,2012,Educational Activities,Attending Class,Men,0.03
707,TUU10101AA01008493,2012,Educational Activities,Attending Class,Women,0.04
708,TUU10101AA01006854,2012,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Total,0.15
709,TUU10101AA01006933,2012,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Men,0.12
710,TUU10101AA01007012,2012,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Women,0.18
711,TUU10101AA01015349,2012,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Total,0.13
712,TUU10101AA01015428,2012,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Men,0.11
713,TUU10101AA01015507,2012,"Organizational, Civic, and Religious Activities",Volunteering (Organizational and Civic Activities),Women,0.15
714,TUU10101AA01017238,2012,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Total,0.04
715,TUU10101AA01017317,2012,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Men,0.04
716,TUU10101AA01017396,2012,"Organizational, Civic, and Religious Activities",Religious and Spiritual Activities,Women,0.05
717,TUU10101AA01005370,2012,Leisure and Sports,"Socializing, Relaxing, and Leisure",Total,4.79
718,TUU10101AA01005394,2012,Leisure and Sports,"Socializing, Relaxing, and Leisure",Men,5.1
719,TUU10101AA01005418,2012,Leisure and Sports,"Socializing, Relaxing, and Leisure",Women,4.5
720,TUU10101AA01006639,2012,Leisure and Sports,"Sports, Exercise, and Recreation",Total,0.35
721,TUU10101AA01006663,2012,Leisure and Sports,"Sports, Exercise, and Recreation",Men,0.44
722,TUU10101AA01006687,2012,Leisure and Sports,"Sports, Exercise, and Recreation",Women,0.26
723,TUU10101AA01014773,2012,Leisure and Sports,"Sports, Exercise, and Recreation",Total,0.23
724,TUU10101AA01014852,2012,Leisure and Sports,"Sports, Exercise, and Recreation",Men,0.25
725,TUU10101AA01014931,2012,Leisure and Sports,"Sports, Exercise, and Recreation",Women,0.21
726,TUU10101AA01007522,2012,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Total,0.1
727,TUU10101AA01007546,2012,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Men,0.06
728,TUU10101AA01007570,2012,"Telephone Calls, Mail, and E-Mail",Telephone Calls (To or From),Women,0.14
729,TUU10101AA01001936,2012,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Total,0.02
730,TUU10101AA01001960,2012,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Men,0.01
731,TUU10101AA01001984,2012,"Telephone Calls, Mail, and E-Mail",Household and Personal Mail and Messages,Women,0.02
732,TUU10101AA01002008,2012,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Total,0.03
733,TUU10101AA01002032,2012,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Men,0.03
734,TUU10101AA01002056,2012,"Telephone Calls, Mail, and E-Mail",Household and Personal E-Mail and Messages,Women,0.03
735,TUU10101AA01015925,2012,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Total,0.24
736,TUU10101AA01016038,2012,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Men,0.23
737,TUU10101AA01016151,2012,"Other Activities, Not Elsewhere Classified","Other Activities, Not Elsewhere Classified",Women,0.28
738,TUU10101AA01000247,2013,Personal Care,Sleeping,Total,8.74
739,TUU10101AA01000326,2013,Personal Care,Sleeping,Men,8.65
740,TUU10101AA01000405,2013,Personal Care,Sleeping,Women,8.82
741,TUU10101AA01000484,2013,Personal Care,Grooming,Total,0.7
742,TUU10101AA01000563,2013,Personal Care,Grooming,Men,0.57
743,TUU10101AA01000642,2013,Personal Care,Grooming,Women,0.82
744,TUU10101AA01000721,2013,Personal Care,Other,Total,0.09
745,TUU10101AA01000745,2013,Personal Care,Other,Men,0.06
746,TUU10101AA01000769,2013,Personal Care,Other,Women,0.11
747,TUU10101AA01000793,2013,Personal Care,Other,Total,0.0
748,TUU10101AA01000817,2013,Personal Care,Other,Men,0.01
749,TUU10101AA01000841,2013,Personal Care,Other,Women,0.0
750,TUU10101AA01007594,2013,Personal Care,Other,Total,0.01
751,TUU10101AA01007618,2013,Personal Care,Other,Men,0.02
752,TUU10101AA01007642,2013,Personal Care,Other,Women,0.01
753,TUU10101AA01013237,2013,Eating and Drinking,Eating and Drinking,Total,1.23
754,TUU10101AA01013353,2013,Eating and Drinking,Eating and Drinking,Men,1.26
755,TUU10101AA01013469,2013,Eating and Drinking,Eating and Drinking,Women,1.2
756,TUU10101AA01047346,2013,Household Activities,Housework,Total,0.36
757,TUU10101AA01047409,2013,Household Activities,Housework,Men,0.18
758,TUU10101AA01047472,2013,Household Activities,Housework,Women,0.53
759,TUU10101AA01047535,2013,Household Activities,Housework,Total,0.17
760,TUU10101AA01047598,2013,Household Activities,Housework,Men,0.06
761,TUU10101AA01047661,2013,Household Activities,Housework,Women,0.27
762,TUU10101AA01047724,2013,Household Activities,Housework,Total,0.02
763,TUU10101AA01047787,2013,Household Activities,Housework,Men,0.01
764,TUU10101AA01047850,2013,Household Activities,Housework,Women,0.03
765,TUU10101AA01001102,2013,Household Activities,Food Preparation and Cleanup,Total,0.57
766,TUU10101AA01001181,2013,Household Activities,Food Preparation and Cleanup,Men,0.33
767,TUU10101AA01001260,2013,Household Activities,Food Preparation and Cleanup,Women,0.8
768,TUU10101AA01001483,2013,Household Activities,Household Activities,Total,0.18
769,TUU10101AA01001562,2013,Household Activities,Household Activities,Men,0.25
770,TUU10101AA01001641,2013,Household Activities,Household Activities,Women,0.12
771,TUU10101AA01009933,2013,Household Activities,Household Activities,Total,0.13
772,TUU10101AA01010012,2013,Household Activities,Household Activities,Men,0.1
773,TUU10101AA01010091,2013,Household Activities,Household Activities,Women,0.16
774,TUU10101AA01001339,2013,Household Activities,Household Activities,Total,0.06
775,TUU10101AA01001363,2013,Household Activities,Household Activities,Men,0.09
776,TUU10101AA01001387,2013,Household Activities,Household Activities,Women,0.04
777,TUU10101AA01001411,2013,Household Activities,Household Activities,Total,0.05
778,TUU10101AA01001435,2013,Household Activities,Household Activities,Men,0.07
